request_id,request_timestamp,sp_provider,destination_url,consumer_service_url,response_id,response_timestamp,in_response_to,status_code,user_id,name_id,transaction_duration,log_source,anomaly_label,anomaly_score,is_anomaly
SP-cc584cf371bfd1669775b118929d9c28,2025-08-21 06:20:48.005000+00:00,TEST_SP1,http://idp.dev.com:40001/sso/Request.jsp,http://sp1.dev.com:40004/sso/Response.jsp,,,,,,,,idp__ssoserver.log,-1,0.0024866884948829826,True
SP-5a5c9264fd8fa6d4aeaa9e2315b4b2b7,2025-08-21 06:21:59.299000+00:00,TEST_SP1,http://idp.dev.com:40001/sso/Request.jsp,http://sp1.dev.com:40004/sso/Response.jsp,IDP-3917d6e361cf8eff2f418127d49a3b13,2025-08-21 06:21:59.692000+00:00,SP-5a5c9264fd8fa6d4aeaa9e2315b4b2b7,urn:oasis:names:tc:SAML:2.0:status:Success,,,0.393,idp__ssoserver.log,-1,0.0252019450586215,True
SP-1971479420422c8defa2bce9b1649e6f,2025-08-21 06:22:04.168000+00:00,TEST_SP2,http://idp.dev.com:40001/sso/Request.jsp,,IDP-c662cb36a0bb1a0cea7362440bb4588d,2025-08-21 06:22:04.462000+00:00,SP-1971479420422c8defa2bce9b1649e6f,urn:oasis:names:tc:SAML:2.0:status:Success,,,0.294,idp__ssoserver.log,-1,0.03245597372338116,True
SP-19f48db02e3048f973031e6a9bc2fcd6,2025-08-20 10:00:52.377000+00:00,TEST_SP1,http://idp.dev.com:40001/sso/Request.jsp,http://sp1.dev.com:40004/sso/Response.jsp,,,,,,,,idp_log__ssoserver_20250820.log,-1,0.0264778988975386,True
SP-fdf90e00f6b21acf2a9abd1b0af5b420,2025-08-20 09:27:45.522000+00:00,TEST_SP2,http://idp.dev.com:40001/sso/Request.jsp,http://sp2.dev.com:40007/saml/response,,,,,,,,idp_log__ssoserver_20250820.log,-1,0.029679682787312034,True
SP-4507054aa2eeabf7ac8f75ac89eb10cc,2025-08-20 10:01:47.267000+00:00,TEST_SP2,http://idp.dev.com:40001/sso/Request.jsp,http://sp2.dev.com:40007/saml/response,,,,,,,,idp_log__ssoserver_20250820.log,-1,0.21096302198045203,True
