request_id,request_timestamp,sp_provider,destination_url,consumer_service_url,response_id,response_timestamp,in_response_to,status_code,user_id,name_id,transaction_duration,log_source,anomaly_label,anomaly_score,is_anomaly
SP-1971479420422c8defa2bce9b1649e6f,2025-08-21 06:22:04.168000+00:00,TEST_SP2,http://idp.dev.com:40001/sso/Request.jsp,,IDP-c662cb36a0bb1a0cea7362440bb4588d,2025-08-21 06:22:04.462000+00:00,SP-1971479420422c8defa2bce9b1649e6f,urn:oasis:names:tc:SAML:2.0:status:Success,,,0.294,idp__ssoserver.log,-1,1.945784968433167,True
SP-f381159db778e8f66ed0eeee9037d928,2025-08-21 06:31:53.650000+00:00,TEST_SP2,http://idp.dev.com:40001/sso/Request.jsp,,IDP-b21a5a404984baf0c952d4adc6316275,2025-08-21 06:31:54.009000+00:00,SP-f381159db778e8f66ed0eeee9037d928,urn:oasis:names:tc:SAML:2.0:status:Success,,,0.359,idp__ssoserver.log,-1,1.3459304960124747,True
SP-e4f26e78ee996e2ac92de6071ad32097,2025-08-21 06:31:57.223000+00:00,TEST_SP1,http://idp.dev.com:40001/sso/Request.jsp,http://sp1.dev.com:40004/sso/Response.jsp,IDP-53cbbb459da576002847a3ce366da43b,2025-08-21 06:31:57.576000+00:00,SP-e4f26e78ee996e2ac92de6071ad32097,urn:oasis:names:tc:SAML:2.0:status:Success,,,0.353,idp__ssoserver.log,-1,1.2578508220407956,True
,,,,,IDP-f5ead4cfe5473ab41fa7dfb58f048568,2025-08-20 08:13:25.016000+00:00,SP-c7899c23551196037a45f3f31520667c,urn:oasis:names:tc:SAML:2.0:status:Success,,,,sp_log__ssoagent_20250820.log,-1,1.3415131469995567,True
SP-7586c6e6cc0f071161d863bec8097409,2025-08-20 09:21:58.738000+00:00,TEST_SP1,http://idp.dev.com:40001/sso/Request.jsp,http://sp1.dev.com:40004/sso/Response.jsp,,,,,,,,idp_log__ssoserver_20250820.log,-1,1.21159997623944,True
SP-4507054aa2eeabf7ac8f75ac89eb10cc,2025-08-20 10:01:47.267000+00:00,TEST_SP2,http://idp.dev.com:40001/sso/Request.jsp,http://sp2.dev.com:40007/saml/response,,,,,,,,idp_log__ssoserver_20250820.log,-1,3.846589247625502,True
